,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
0,2022-09-30,2022-10-28,7.38,8.23,-0.85,-10.3281
1,2022-06-30,2022-07-29,8.8,6.89,1.91,27.7213
2,2022-03-31,2022-04-29,6.9,6.47,0.43,6.6461
3,2021-12-31,2022-01-28,8.93,6.89,2.04,29.6081
4,2021-09-30,2021-10-29,6.5,5.71,0.79,13.8354
5,2021-06-30,2021-07-30,5.29,4.78,0.51,10.6695
6,2021-03-31,2021-04-30,4.11,4.26,-0.15,-3.5211
7,2020-12-31,2021-01-29,6.05,4.89,1.16,23.7219
8,2020-09-30,2020-10-30,3.9,3.03,0.87,28.7129
9,2020-06-30,2020-07-31,3.63,2.44,1.19,48.7705
10,2020-03-31,2020-05-01,1.86,2.73,-0.87,-31.8681
11,2019-12-31,2020-01-31,3.28,2.49,0.79,31.7269
12,2019-09-30,2019-10-25,1.74,1.67,0.07,4.1916
13,2019-06-30,2019-07-26,1.39,1.85,-0.46,-24.8649
14,2019-03-31,2019-04-30,1.11,1.42,-0.31,-21.831
15,2018-12-31,2019-01-31,1.29,1.51,-0.22,-14.5695
16,2018-09-30,2018-10-26,2.11,1.04,1.07,102.8846
17,2018-06-30,2018-07-31,1.15,1,0.15,15
18,2018-03-31,2018-04-27,0.7,0.52,0.18,34.6154
19,2017-12-31,2018-02-02,1.14,0.87,0.27,31.0345
20,2017-09-30,2017-10-26,0.19,1.02,-0.83,-81.3725
21,2017-06-30,2017-07-27,0.52,0.87,-0.35,-40.2299
22,2017-03-31,2017-05-02,0.57,0.96,-0.39,-40.625
23,2016-12-31,2017-02-16,1.67,1,0.67,67
24,2016-09-30,2016-11-03,0.69,0.63,0.06,9.5238
25,2016-06-30,2016-08-09,0.99,0.08,0.91,1137.5
26,2016-03-31,2016-04-28,-1.86,-1.21,-0.65,-53.719
27,2015-12-31,2016-02-04,-1.2,-0.32,-0.88,-275
28,2015-09-30,2015-10-29,0.53,-0.07,0.6,857.1429
29,2015-06-30,2015-08-04,-1.2,0.3,-1.5,-500
30,2015-03-31,2015-05-01,-0.81,0.04,-0.85,-2125
31,2014-12-31,2015-02-05,-0.53,0.01,-0.54,-5400
32,2014-09-30,2014-10-29,-0.54,0.08,-0.62,-775
33,2014-06-30,2014-07-31,-0.46,0.23,-0.69,-300
34,2014-03-31,2014-04-28,-0.39,0.13,-0.52,-400
35,2013-12-31,2014-02-21,0.39,0.26,0.13,50
36,2013-09-30,2013-11-05,-0.75,0.11,-0.86,-781.8182
37,2013-06-30,2013-08-06,-1.06,0.38,-1.44,-378.9474
38,2013-03-31,2013-05-07,-0.46,-0.67,0.21,31.3433
39,2012-12-31,2013-02-22,-0.45,-0.31,-0.14,-45.1613
40,2012-09-30,2012-11-06,-0.96,-0.46,-0.5,-108.6957
41,2012-06-30,2012-08-07,-0.93,-0.41,-0.52,-126.8293
42,2012-03-31,2012-05-08,-1.05,-0.63,-0.42,-66.6667
43,2011-12-31,2012-02-27,-0.7,-0.35,-0.35,-100
44,2011-09-30,2011-11-01,-0.87,-0.17,-0.7,-411.7647
45,2011-06-30,2011-08-02,-1.08,0.22,-1.3,-590.9091
46,2011-03-31,2011-05-03,-0.42,0.23,-0.65,-282.6087
47,2010-12-31,2011-03-01,-0.83,0.22,-1.05,-477.2727
48,2010-09-30,2010-11-03,-0.93,0.03,-0.96,-3200
49,2010-06-30,2010-08-04,-0.8,0.59,-1.39,-235.5932
50,2010-03-31,2010-05-06,0.23,0.77,-0.54,-70.1299
51,2009-12-31,2010-03-02,122.5021,None,None,None
